record,position,top1_match,max_abs_logit_difference,mean_abs_logit_difference,serial_divergent_accepted_tokens_in_action,strict_accepted_prefix_length,causal_comparable_positions
154,0,1,0.125,0.004958152770996094,0,0,1
155,0,1,0.125,0.0038051605224609375,0,0,1
156,0,1,0.125,0.004619598388671875,0,7,7
156,1,1,0.625,0.19401931762695312,0,7,7
156,2,1,0.75,0.18603515625,0,7,7
156,3,1,0.6875,0.13646411895751953,0,7,7
156,4,1,0.625,0.1915111541748047,0,7,7
156,5,1,0.71875,0.17155197262763977,0,7,7
156,6,1,0.3359375,0.08913803100585938,0,7,7
157,0,1,0.125,0.0047512054443359375,0,7,7
157,1,1,0.875,0.22743988037109375,0,7,7
157,2,1,0.6875,0.17676925659179688,0,7,7
157,3,1,0.9375,0.21781158447265625,0,7,7
157,4,1,0.765625,0.16779422760009766,0,7,7
157,5,1,0.71875,0.19794178009033203,0,7,7
157,6,1,0.421875,0.11379194259643555,0,7,7
158,0,1,0.125,0.0061206817626953125,0,7,7
158,1,1,1.125,0.23200321197509766,0,7,7
158,2,1,0.578125,0.17173290252685547,0,7,7
158,3,1,0.75,0.15301227569580078,0,7,7
158,4,1,0.8125,0.1830911636352539,0,7,7
158,5,1,0.576171875,0.1833629608154297,0,7,7
158,6,1,0.3515625,0.08208751678466797,0,7,7
159,0,1,0.125,0.004540443420410156,0,7,7
159,1,1,0.75,0.19365310668945312,0,7,7
159,2,1,0.6953125,0.18896865844726562,0,7,7
159,3,1,0.5625,0.15089035034179688,0,7,7
159,4,1,0.765625,0.21557140350341797,0,7,7
159,5,1,0.6875,0.17436790466308594,0,7,7
159,6,1,0.375,0.11512529850006104,0,7,7
160,0,1,0.125,0.004058837890625,0,7,7
160,1,1,0.625,0.1650104522705078,0,7,7
